,site_id,activationDate,city,csv_name,latitude,line1,longitude,name,postal,state,timezone,address
548,3265,2014-12-30,Manteca,Dutra,37.7518821,22525 South Airport Way,-121.2522186,Dutra - GM 4,95336,CA,-8:00,"22525 South Airport Way Manteca, CA 95336"
549,3269,2014-10-27,New bedford,Wamsutta,41.650581,75 Wamsutta St.,-70.9273022,Wamsutta LLC,2740,MA,-5:00,"75 Wamsutta St. New bedford, MA 2740"
550,3274,2015-01-13,Raynham,Mastria,41.9032612,1525 New State Highway,-71.01066449999999,Mastria Buick GMC Cadillac,2767,MA,-5:00,"1525 New State Highway Raynham, MA 2767"
551,3275,2015-01-20,Watham,,42.3971065,,-71.25989969999999,Luckett - Waltham,2451,MA,-5:00," Watham, MA 2451"
552,3276,2015-01-01,Boston,,42.3663987,25 Harvard Way,-71.12284679999999,HBS Batten Hall,2163,MA,-5:00,"25 Harvard Way Boston, MA 2163"
553,3284,2015-01-22,Arbuckle,Cain,38.962995,426 Johns School Rd.,-121.968054,Cain Ranch - Car Port,95912,CA,-8:00,"426 Johns School Rd. Arbuckle, CA 95912"
554,3298,2016-08-26,Norwell,,42.1701847,237 Prospect St.,-70.84876679999999,Clairmont Residence,2061,MA,-5:00,"237 Prospect St. Norwell, MA 2061"
555,3302,2016-08-09,Williams,T_P,39.1546137,RR HDQ @ HSE Shaad Rd.,-122.1494187,,95987,CA,-8:00,"RR HDQ @ HSE Shaad Rd. Williams, CA 95987"
556,3312,2016-08-26,Leominster,New,42.5597345,320 Industrial Rd.,-71.75270239999999,New England Apple Products Company,1453,MA,-5:00,"320 Industrial Rd. Leominster, MA 1453"
557,3324,2015-02-05,Woodland,Heidrick,38.665034,36826 County Road 24,-121.82456,Heidrick - Shop,95695,CA,-8:00,"36826 County Road 24 Woodland, CA 95695"
558,3330,2015-02-01,Salisbury,Gerry,35.6480132,414 Jake Alexander Blvd. S.,-80.4921762,Gerry Wood Honda,28147,NC,-5:00,"414 Jake Alexander Blvd. S. Salisbury, NC 28147"
559,3339,2015-02-16,Montes de oca,La,9.9393292,"Barrio Escalante, Rotonda La Bandera",-84.0549906,La Bandera,11501,SJ,-6:00,"Barrio Escalante, Rotonda La Bandera Montes de oca, SJ 11501"
560,3344,2016-08-01,Signal hills,Delman,33.7581621,11 Chuck Wagon Rd.,-118.3384785,Delman Residence,90274,CA,-8:00,"11 Chuck Wagon Rd. Signal hills, CA 90274"
561,3347,2015-05-22,Walpole,Alder,42.1470851,1 Foxwood Dr.,-71.2517835,Alder Foods,2081,MA,-5:00,"1 Foxwood Dr. Walpole, MA 2081"
562,3356,2015-09-20,Leominster,Union,42.5117183,511 Lancaster St.,-71.7407024,Union Square Realty,1453,MA,-5:00,"511 Lancaster St. Leominster, MA 1453"
563,3358,2015-04-23,Lancaster,Nationwide,42.5028958,1340 Lunenberg Rd.,-71.69136979999999,Nationwide Recycling,1523,MA,-5:00,"1340 Lunenberg Rd. Lancaster, MA 1523"
564,3378,,,Turner,0.0,,0.0,,x,,,none
565,3388,2015-03-12,Woodland,Growers,38.6181123,41167 County Road 27,-121.739759,Growers Air Service,95776,CA,-8:00,"41167 County Road 27 Woodland, CA 95776"
566,3394,2015-03-16,Acton,,42.4836453,,-71.4418101,Welch Residence,1720,MA,-5:00," Acton, MA 1720"
567,3395,2015-03-15,Thousand oaks,Westlake,34.1528465,3059 Townsgate Rd.,-118.8200785,Westlake - 3059,91361,CA,-8:00,"3059 Townsgate Rd. Thousand oaks, CA 91361"
568,3399,2015-03-10,Princeton,Glenn,39.4620356,8020 County Road 61,-122.0217805,Glenn Growers - Office,95970,CA,-8:00,"8020 County Road 61 Princeton, CA 95970"
569,3400,,,Miller,0.0,,0.0,,x,,,none
570,3411,2015-03-24,Franklin,LMF,42.0716756,25 Kenwood Circle,-71.4183405,LMF Franklin Corp. Franchi,2038,MA,-5:00,"25 Kenwood Circle Franklin, MA 2038"
571,3413,2015-03-01,Golden,Natural,39.7469164,2401 S Ford St,-105.2091395,Natural Grocers by Vitamin Cottage_Golden CO PV 1,80401,CO,-7:00,"2401 S Ford St Golden, CO 80401"
572,3421,2015-04-02,Raynham,Mastria,41.9040527,1255 New State Hwy.,-71.0182987,Mastria Subaru,2767,MA,-5:00,"1255 New State Hwy. Raynham, MA 2767"
573,3422,2015-04-03,Boston,,42.3128957,6 Dunkeld St.,-71.0754579,Quincy Heights - 6 Dunkeld St.,2121,MA,-5:00,"6 Dunkeld St. Boston, MA 2121"
574,3423,2015-04-03,Boston,,42.3128007,7 Dunkeld St.,-71.0756803,Quincy Heights - 7 Dunkeld St.,2121,MA,-5:00,"7 Dunkeld St. Boston, MA 2121"
575,3424,2015-04-03,Boston,,42.3127439,10 Dunkeld St.,-71.0755434,Quincy Heights - 10 Dunkeld St. Boston,2121,MA,-5:00,"10 Dunkeld St. Boston, MA 2121"
576,3425,2015-04-03,Boston,,42.3141999,180 Howard St.,-71.075166,Quincy Heights - 180 Howard St.,2125,MA,-5:00,"180 Howard St. Boston, MA 2125"
577,3426,2015-04-03,Boston,,42.3127704,177 Magnolia St.,-71.0729551,Quincy Heights - 177 Magnolia St. Boston,2125,MA,-5:00,"177 Magnolia St. Boston, MA 2125"
578,3430,2015-04-07,Boston,,42.3120197,89 Fayston St.,-71.0753265,Quincy Heights - 89 Fayston St.,2121,MA,-5:00,"89 Fayston St. Boston, MA 2121"
579,3434,2015-04-08,Arbuckle,Cain,39.100938,Lone Star Rd.,-122.0790419,Cain Ranch - Ground Mount,95912,CA,-8:00,"Lone Star Rd. Arbuckle, CA 95912"
580,3439,2015-05-15,Yuba city,Bains,39.0669286,4142 Highway 99,-121.6328763,Bains - Highway 99 Chevron,98092,CA,-8:00,"4142 Highway 99 Yuba city, CA 98092"
581,3452,2015-07-03,Boston,Expressway,42.3168473,700 William T. Morrissey Blvd.,-71.0489348,Expressway Toyota,2122,MA,-5:00,"700 William T. Morrissey Blvd. Boston, MA 2122"
582,3474,2015-05-11,Worcester,Worcester,42.2543271,254 Mill St.,-71.8447876,Worcester Discount Liquors - 254 Mill Street,1602,MA,-5:00,"254 Mill St. Worcester, MA 1602"
583,3475,2015-05-19,Newman,California,37.3275565,4100 Stuhr Rd.,-121.0990877,California Transplants,95360,CA,-8:00,"4100 Stuhr Rd. Newman, CA 95360"
584,3483,2015-05-20,Littleton,,42.5252317,19 Boxwood Dr.,-71.43356469999999,Village Green,1460,MA,-5:00,"19 Boxwood Dr. Littleton, MA 1460"
585,3489,2015-09-02,Falmouth,Mahoney_s,41.5800904,958 E. Falmouth Hwy.,-70.5413959,Mahoney's Garden Center - Falmouth,2536,MA,-5:00,"958 E. Falmouth Hwy. Falmouth, MA 2536"
586,3491,2015-05-28,Haverhill,Leewood,42.800683,60 Newark St.,-71.1091268,Leewood Realty,1832,MA,-5:00,"60 Newark St. Haverhill, MA 1832"
587,3497,2015-04-29,Uxbridge,,42.0209792,832 Aldrich St.,-71.67229859999999,Phil Harper Sr.,1569,MA,-5:00,"832 Aldrich St. Uxbridge, MA 1569"
588,3498,2015-06-02,Upton,,42.168761,66 Fiske Mill Rd.,-71.5671952,Phil Harper Jr.,1568,MA,-5:00,"66 Fiske Mill Rd. Upton, MA 1568"
589,3506,2015-08-18,Billerica,The,42.5229833,9 Progress Rd.,-71.2329426,The Dodge Company,1821,MA,-5:00,"9 Progress Rd. Billerica, MA 1821"
590,3513,2015-06-08,Southborough,,42.2897588,146 Cordaville Rd.,-71.52546029999999,Southborough Solar LLC,1772,MA,-5:00,"146 Cordaville Rd. Southborough, MA 1772"
591,3514,2015-06-10,Marlborough,,42.33387219999999,219 Forest St.,-71.5791067,Fore Kicks - Marlborough,1752,MA,-5:00,"219 Forest St. Marlborough, MA 1752"
592,3515,2015-06-10,Norfolk,,42.0893564,10 Pine St.,-71.2980001,Fore Kicks - Norfolk,2056,MA,-5:00,"10 Pine St. Norfolk, MA 2056"
593,3516,2015-06-12,Holden,Holden,42.3398992,673 Main St.,-71.83901999999999,Holden Discount Liquors,1520,MA,-5:00,"673 Main St. Holden, MA 1520"
594,3517,2015-06-14,Mendon,,42.103126,28 Hastings St. Building E,-71.556438,28 Hastings St Corporation,1756,MA,-5:00,"28 Hastings St. Building E Mendon, MA 1756"
595,3524,,,Hopping,0.0,,0.0,,x,,,none
596,3534,2015-06-23,Whitinsville,ERA,42.1113822,76 Church St.,-71.66125389999999,ERA Key Realty Services,1588,MA,-5:00,"76 Church St. Whitinsville, MA 1588"
597,3536,2015-07-07,Walnut grove,Kay,38.22978500000001,14400 Andrus Island Rd.,-121.535614,Kay Dix,95690,CA,-8:00,"14400 Andrus Island Rd. Walnut grove, CA 95690"
598,3543,2014-07-09,Stow,,42.4195323,,-71.51304449999999,Petter Residence,1775,MA,-5:00," Stow, MA 1775"
599,3544,2014-07-06,Bolton,,42.4352987,,-71.6080009,Rogers Residence,1740,MA,-5:00," Bolton, MA 1740"
600,3545,2014-07-06,Sutton,,42.14213729999999,,-71.7385225,Engstrand Residence,1590,MA,-5:00," Sutton, MA 1590"
601,3546,2014-07-06,Westminster,,42.5580692,,-71.8927076,Marsh Residence,1473,MA,-5:00," Westminster, MA 1473"
602,3547,2014-07-09,Uxbridge,,42.0499476,,-71.6436028,Desisto Residence,1569,MA,-5:00," Uxbridge, MA 1569"
603,3549,2015-06-11,Millbury,,42.1805434,,-71.7978333,Rudge Residence,1527,MA,-5:00," Millbury, MA 1527"
604,3551,2015-06-18,Millis,Milliston,42.1680406,4-18 Milliston Rd.,-71.35509019999999,Milliston Place - Strip Plaza,2054,MA,-5:00,"4-18 Milliston Rd. Millis, MA 2054"
605,3552,2015-06-15,Millis,Milliston,42.1670707,730 Main St.,-71.3541934,Milliston Place - Office Building,2054,MA,-5:00,"730 Main St. Millis, MA 2054"
606,3555,2015-07-20,Rohnert park,North,38.3437823,,-122.7011951,North Bay Industries,94928,CA,-8:00," Rohnert park, CA 94928"
607,3558,2015-07-21,Webster,Long,42.063022,7 Sutton Rd.,-71.85818499999999,Long Subaru - Dealership,1570,MA,-5:00,"7 Sutton Rd. Webster, MA 1570"
608,3562,,,Strafford,0.0,,0.0,,x,,,none
609,3577,2016-09-01,Woburn,Janis,42.4920319,225 Wildwood Ave.,-71.13436109999999,"Janis Research Company, LLC - Building 1",1801,MA,-5:00,"225 Wildwood Ave. Woburn, MA 1801"
610,3583,2015-07-29,Oroville,McInturf_,39.489615,245 Fairhill Dr.,-121.5048373,"McInturf, David",95966,CA,-8:00,"245 Fairhill Dr. Oroville, CA 95966"
611,3585,2015-07-24,Raynham,Mastria,41.90331159999999,1545 New State Hwy.,-71.00979199999999,Mastria Mazda,2767,MA,-5:00,"1545 New State Hwy. Raynham, MA 2767"
612,3590,2015-06-18,Malden,Windsor,42.4275271,212 Maplewood St.,-71.04466959999999,Windsor Architectural Woodworking,2148,MA,-5:00,"212 Maplewood St. Malden, MA 2148"
613,3593,2015-05-27,Essex,,42.61931999999999,134 Southern Ave.,-70.7697419,Donovan Project,1929,MA,-5:00,"134 Southern Ave. Essex, MA 1929"
614,3598,2015-06-18,Worcester,Worcester,42.264001,129 Shrewsbury St.,-71.78853000000001,Worcester Discount Liquors - Shrewsbury St.,1604,MA,-5:00,"129 Shrewsbury St. Worcester, MA 1604"
615,3605,2015-08-15,Woodland,Reiff_,38.7781414,40905 County Road 14,-121.7592549,"Reiff, Allan",95776,CA,-8:00,"40905 County Road 14 Woodland, CA 95776"
616,3607,2015-08-17,Durham,Durham,41.468296,41 Main St.,-72.679108,Durham Firehouse,6422,CT,-5:00,"41 Main St. Durham, CT 6422"
617,3611,2015-08-06,Wayland,Cochituate,42.317418,169 Commonwealth Rd.,-71.36301209999999,Cochituate Village - 169 Commonwealth Road,1778,MA,-5:00,"169 Commonwealth Rd. Wayland, MA 1778"
618,3624,2015-08-10,Ayer,JP,42.5511879,50 Barnum Rd.,-71.5750242,JP Sullivan Phase 2,1748,MA,-5:00,"50 Barnum Rd. Ayer, MA 1748"
619,3630,2015-10-22,Stockton,,37.948237,2280 S. Jack Tone Rd.,-121.143901,Podesta - Huller,95215,CA,-8:00,"2280 S. Jack Tone Rd. Stockton, CA 95215"
620,3634,2015-08-28,Poughkiepsie,Dutchess,41.7009159,5 Laurel St.,-73.93506359999999,Dutchess Beer Distributors,12601,NY,-5:00,"5 Laurel St. Poughkiepsie, NY 12601"
621,3635,2015-08-31,Southbridge,,42.069461,54 Eastford Rd.,-72.0375186,"Hyde Tools, Inc.",1550,MA,-5:00,"54 Eastford Rd. Southbridge, MA 1550"
622,3639,,,Colton,0.0,,0.0,,x,,,none
623,3642,2015-09-01,Lyme,Crossroads,43.7790761,95 Dartmouth College Highway,-72.18205859999999,Crossroads Academy,3768,NH,-5:00,"95 Dartmouth College Highway Lyme, NH 3768"
624,3654,2015-08-09,Millis,Milliston,42.1682205,20A Milliston Rd.,-71.3535921,Milliston Common Main Plaza,2054,MA,-5:00,"20A Milliston Rd. Millis, MA 2054"
625,3655,2015-09-09,Marlborough,EJR,42.3490833,401 Elm St.,-71.5738291,EJR Harr Realty Trust,1752,MA,-5:00,"401 Elm St. Marlborough, MA 1752"
626,3660,2015-09-13,Holliston,Holliston,42.1782224,140 Summer St.,-71.443619,Holliston Meadows Pet Resort,1746,MA,-5:00,"140 Summer St. Holliston, MA 1746"
627,3664,2015-09-15,Glenn,DMG,39.6442657,3239 County Road U,-122.0743421,DMG Farms - Walnuts,95948,CA,-8:00,"3239 County Road U Glenn, CA 95948"
628,3665,2015-09-16,Rio oso,Bear,38.9796345,218 Pleasant Grove Rd,-121.4872577,Bear River Supply,95074,CA,-8:00,"218 Pleasant Grove Rd Rio oso, CA 95074"
629,3668,2015-09-16,Worcester,Worcester,42.3229998,29 Mountain St.,-71.7899018,Worcester - Mountain Street LLC,1606,MA,-5:00,"29 Mountain St. Worcester, MA 1606"
630,3673,,,Fortifiber,0.0,,0.0,,x,,,none
631,3680,2015-09-25,Millis,Milliston,42.1678674,27 Milliston Rd.,-71.3517267,Milliston Common - Gold's Gym,2054,MA,-5:00,"27 Milliston Rd. Millis, MA 2054"
632,3681,2015-09-18,Malden,A,42.4305867,15 Joseph St.,-71.05562669999999,,2148,MA,-5:00,"15 Joseph St. Malden, MA 2148"
633,3682,2015-09-30,Natick,Amvets,42.302536,1 Superior Dr.,-71.3711618,Amvets Post 79,1760,MA,-5:00,"1 Superior Dr. Natick, MA 1760"
634,3691,2015-10-06,Hopkinton,,42.217327,98 Hayden Rowe St.,-71.5168237,SED Hopkinton Center for the Arts,1748,MA,-5:00,"98 Hayden Rowe St. Hopkinton, MA 1748"
635,3693,2015-10-07,Canton,Cyrus,42.1666151,465 Turnpike Rd.,-71.11152229999999,Cyrus Properties LLC,2021,MA,-5:00,"465 Turnpike Rd. Canton, MA 2021"
636,3698,2015-10-12,Ellensburg,,47.152347,1710 W Sun East Rd.,-120.564254,Thomas Solar,98926,WA,-8:00,"1710 W Sun East Rd. Ellensburg, WA 98926"
637,3699,2015-10-12,Priceton,Giesbretch_,39.5324286,1948 Road X,-122.0274254,"Giesbretch, Chad",95943,CA,-8:00,"1948 Road X Priceton, CA 95943"
638,3706,2015-10-10,Rio oso,Nelson,38.923383,2991 Cornelius Ave.,-121.510216,Nelson - Dryers,95668,CA,-8:00,"2991 Cornelius Ave. Rio oso, CA 95668"
639,3707,2015-10-15,Corning,Whiteley_,39.8918713,25321 Pennsylvania Ave.,-122.0908938,,96021,CA,-8:00,"25321 Pennsylvania Ave. Corning, CA 96021"
640,3717,2015-10-28,Sacramento,Fleet,38.6662041,1317 Vinci Ave.,-121.4345918,Fleet Guy,95838,CA,-8:00,"1317 Vinci Ave. Sacramento, CA 95838"
641,3718,2015-08-01,Wayland,Cochituate,42.3168982,25 Main St.,-71.362332,Cochituate Village - 25 Main Street,1778,MA,-5:00,"25 Main St. Wayland, MA 1778"
642,3736,2015-10-01,Weyers cave,,38.2808153,97 Railside Dr.,-78.9286916,"Railside Industries, Inc.",24486,VA,-5:00,"97 Railside Dr. Weyers cave, VA 24486"
643,3749,2015-10-28,Live oak,Goodman,39.293759,8581 Bigelow Road,-121.771489,Goodman Ranch,95953,CA,-8:00,"8581 Bigelow Road Live oak, CA 95953"
644,3750,2015-09-18,Cambridge,Harvard,42.3794399,18 Everett St.,-71.1182292,Harvard Law School - Wasserstien,1238,MA,-5:00,"18 Everett St. Cambridge, MA 1238"
645,3751,2015-11-03,Williams,Sacramento,39.2168048,5498 Lurline Ave.,-122.191348,Sacramento Valley Seed,95987,CA,-8:00,"5498 Lurline Ave. Williams, CA 95987"
646,3766,2015-12-01,Walpole,Minuteman,42.110385,2181 Providence Hwy.,-71.246123,"Minuteman Trucks, Inc.",2081,MA,-5:00,"2181 Providence Hwy. Walpole, MA 2081"
647,3767,2015-11-10,Franklin,Ichigo,42.0917839,837 W. Central St.,-71.43083349999999,Ichigo Ichie,2038,MA,-5:00,"837 W. Central St. Franklin, MA 2038"
648,3771,2015-09-18,Taunton,Fore,41.9292214,223 Fremont St.,-71.12128249999999,Fore Kicks - Taunton,2780,MA,-5:00,"223 Fremont St. Taunton, MA 2780"
649,3773,2015-11-12,Arbuckle,Jake,39.050792,1438 Ohm Rd.,-122.040699,Jake Kley,95912,CA,-8:00,"1438 Ohm Rd. Arbuckle, CA 95912"
650,3774,2016-04-01,Orange,Hunt,42.5540309,207 Daniel Shays Hwy.,-72.2896389,Hunt Farm 202 Solar,1364,MA,-5:00,"207 Daniel Shays Hwy. Orange, MA 1364"
651,3776,2015-11-16,Cambridge,,42.3868856,445 Concord Ave,-71.1386316,CSS PV Array,2138,MA,-5:00,"445 Concord Ave Cambridge, MA 2138"
652,3778,2015-11-18,Abington,Aroyan,42.1413877,1423 Bedford St.,-70.95180069999999,Aroyan,2351,MA,-5:00,"1423 Bedford St. Abington, MA 2351"
653,3781,2015-11-20,Stockton,,37.9137937,7367 E. Mariposa Rd.,-121.1863869,Podesta - Processer,95215,CA,-8:00,"7367 E. Mariposa Rd. Stockton, CA 95215"
654,3790,2015-11-30,Live oak,Wilbur,39.1885369,1500 Eager Road,-121.638639,Wilbur Packing,95953,CA,-8:00,"1500 Eager Road Live oak, CA 95953"
655,3793,2015-11-23,Hopedale,373,42.1546502,373 - 383 West St.,-71.56519829999999,373 - 383 West Street - Nominee Realty Trust,1747,MA,-5:00,"373 - 383 West St. Hopedale, MA 1747"
656,3798,2015-12-01,Clements,Brown_,38.219383,25291 McIntire Rd.,-121.040213,"Brown, Daniel",95227,CA,-8:00,"25291 McIntire Rd. Clements, CA 95227"
657,3800,,,Mason,0.0,,0.0,,x,,,none
658,3801,2015-04-01,West brookfield,Wickaboag,42.2698838,94 John Gilbert Rd.,-72.1691075,Wickaboag Solar,1585,MA,-5:00,"94 John Gilbert Rd. West brookfield, MA 1585"
659,3805,2015-12-02,Danvers,Russo,42.5529573,10 Hutchinson Dr.,-70.9326672,Russo Marine,1923,MA,-5:00,"10 Hutchinson Dr. Danvers, MA 1923"
660,3819,2015-12-10,Worcester,Dennison,42.23807619999999,692 Millbury St.,-71.7977521,Dennison Lubricants - Worcester,1607,MA,-5:00,"692 Millbury St. Worcester, MA 1607"
661,3821,2015-12-01,Hancock,Hancock,42.5637974,297 Brodie Mountain Rd.,-73.284874,Hancock PV,2137,MA,-5:00,"297 Brodie Mountain Rd. Hancock, MA 2137"
662,3843,2015-12-21,Yuba city,Penning,38.990703,8109 Everglade Rd.,-121.767264,Penning Farms,95676,CA,-8:00,"8109 Everglade Rd. Yuba city, CA 95676"
663,3844,2015-12-21,Gridley,Big,39.340532,954 Highway 99,-121.683979,Big Valley Ag,95948,CA,-8:00,"954 Highway 99 Gridley, CA 95948"
664,3854,2015-12-30,Fall river,Saber,41.7009147,231 Bedford St.,-71.151118,Saber Auto Body,2720,MA,-5:00,"231 Bedford St. Fall river, MA 2720"
665,3855,2015-12-30,Stoughton,Cyn,42.1338539,100 Tosca Dr.,-71.1257313,Cyn Environmental,2072,MA,-5:00,"100 Tosca Dr. Stoughton, MA 2072"
666,3856,2015-12-30,Dighton,Shaws,41.8145322,86 Main St.,-71.1158394,Shaws Boat Yard,2715,MA,-5:00,"86 Main St. Dighton, MA 2715"
667,3857,2015-12-30,Webster,Christopher,42.0669847,56 Worcester Rd.,-71.8636647,Christopher Lindstrom Roof Top,1570,MA,-5:00,"56 Worcester Rd. Webster, MA 1570"
668,3858,2015-12-18,Bellingham,Bellingham,42.0894465,15 N. Main St.,-71.4747312,Bellingham Plaza,2019,MA,-5:00,"15 N. Main St. Bellingham, MA 2019"
669,3859,2015-12-15,Concord,SED,42.4676146,555 Virginia Rd.,-71.3034752,SED Paradigm Properties - Building 5,1742,MA,-5:00,"555 Virginia Rd. Concord, MA 1742"
670,3860,2015-12-18,Lexington,Cotting,42.4199647,453 Concord Ave.,-71.2373977,Cotting School,2421,MA,-5:00,"453 Concord Ave. Lexington, MA 2421"
671,3861,2015-12-18,Concord,SED,42.4672473,575 Virginia Rd.,-71.302176,SED Paradigm Properties - Building 3,1742,MA,-5:00,"575 Virginia Rd. Concord, MA 1742"
672,3862,2015-12-18,Concord,SED,42.4683167,561 Virginia Rd.,-71.3023616,SED Paradigm Properties - Building 4,1742,MA,-5:00,"561 Virginia Rd. Concord, MA 1742"
673,3864,,,Danna,0.0,,0.0,,x,,,none
674,3866,,,Goodyear,0.0,,0.0,,x,,,none
675,3868,2016-01-05,Washington,Atlas,38.9148396,"2052 West Virginia Ave. N.E., Ste. 102",-76.98136269999999,Atlas Brew Works,20002,DC,-5:00,"2052 West Virginia Ave. N.E., Ste. 102 Washington, DC 20002"
676,3876,2016-01-08,Colusa,Sheep,39.3375839,4748 River Rd.,-122.0063235,Sheep Barn,95932,CA,-8:00,"4748 River Rd. Colusa, CA 95932"
677,3881,2016-01-04,Acampo,,38.18707,13852 E. Peltier Rd.,-121.145156,Nestor - El Rio,95220,CA,-8:00,"13852 E. Peltier Rd. Acampo, CA 95220"
678,3889,2016-01-01,Hopedale,SED,42.10744469999999,10 Tandem Way,-71.5093811,SED Braun's Express,1747,MA,-5:00,"10 Tandem Way Hopedale, MA 1747"
679,3890,2016-01-14,Spencer,Mercury,42.256608,1 Mercury Dr.,-71.9632888,Mercury Wire Products,1562,MA,-5:00,"1 Mercury Dr. Spencer, MA 1562"
680,3891,2016-01-14,Fitchburg,MDP,42.584552,245 River St.,-71.8173849,MDP 245 Riverside Commons,1420,MA,-5:00,"245 River St. Fitchburg, MA 1420"
681,3901,2016-01-15,Colusa,Headquarters,39.3346962,4622 River Rd.,-122.0168594,Headquarters,95932,CA,-8:00,"4622 River Rd. Colusa, CA 95932"
682,3913,2016-01-21,Chico,Pine,39.8404202,7020 Cana Hwy.,-122.0162161,Pine Creek - Shop,95973,CA,-8:00,"7020 Cana Hwy. Chico, CA 95973"
683,3914,2016-01-21,Chico,Pine,39.8404202,7020 Cana Hwy.,-122.0162161,Pine Creek - 100,95928,CA,-8:00,"7020 Cana Hwy. Chico, CA 95928"
684,3925,2016-01-01,Norwood,Gaston,42.1720535,85 Morse St.,-71.2032408,"Gaston Electrical / Weber Bros., LLC",2062,MA,-5:00,"85 Morse St. Norwood, MA 2062"
685,3926,2016-01-01,Ware,Quabbin,42.25842,10 Maple St.,-72.239616,,1082,MA,-5:00,"10 Maple St. Ware, MA 1082"
686,3927,2016-01-01,Ware,Quabbin,42.2584208,12 Maple St.,-72.2394551,,1082,MA,-5:00,"12 Maple St. Ware, MA 1082"
687,3928,2016-01-28,Plymouth,CSH,41.958703,15 Apollo 11 Rd.,-70.690212,CSH Industries - AJ Providers,2360,MA,-5:00,"15 Apollo 11 Rd. Plymouth, MA 2360"
688,3929,2016-01-28,Tewksbury,Carter,42.6207775,20 Carter St.,-71.1945155,Carter Street Realty - Turf Time,1876,MA,-5:00,"20 Carter St. Tewksbury, MA 1876"
689,3930,2016-01-28,Lowell,General,42.64057649999999,224 Walker St.,-71.3300143,General Woodworking - 224 Walker Street,18501,MA,-5:00,"224 Walker St. Lowell, MA 18501"
690,3931,2016-01-28,Lincoln,Lincoln,42.41618150000001,50 Wells Rd.,-71.3238879,Lincoln Woods - Ground Mount,1773,MA,-5:00,"50 Wells Rd. Lincoln, MA 1773"
691,3932,2016-01-28,Lincoln,Lincoln,42.41618150000001,50 Wells Rd.,-71.3238879,Lincoln Woods - Roof Mount,1773,MA,-5:00,"50 Wells Rd. Lincoln, MA 1773"
692,3933,2016-01-28,Milford,Sky,42.1527242,340 E. Main St.,-71.4925011,Sky Buffet,1757,MA,-5:00,"340 E. Main St. Milford, MA 1757"
693,3934,2016-01-28,Somerville,Select,42.3798617,66 Union Sq.,-71.09510159999999,Select Development - Somerville,2143,MA,-5:00,"66 Union Sq. Somerville, MA 2143"
694,3945,2016-02-01,Escalon,Hoff_,37.759693,23291 E. River Rd.,-121.021296,,95320,CA,-8:00,"23291 E. River Rd. Escalon, CA 95320"
695,3947,,,Payne,0.0,,0.0,,x,,,none
696,3954,2016-01-07,Lodi,Rivermaid,38.13497,6011 E. Pine St.,-121.241025,Rivermaid Green,95240,CA,-8:00,"6011 E. Pine St. Lodi, CA 95240"
697,3955,,,Rivermaid,0.0,,0.0,,x,,,none
698,3958,2016-02-02,Sutter,,39.149137,1429 Acacia Ave.,-121.7527155,Sutter Rice,95776,CA,-8:00,"1429 Acacia Ave. Sutter, CA 95776"
699,3959,2016-02-02,Olivehurst,Packaging,39.059983,3663 Feather River Blvd.,-121.577391,"Packaging Specialist, Inc.",95961,CA,-8:00,"3663 Feather River Blvd. Olivehurst, CA 95961"
700,3962,2016-02-03,South dennis,Tony,41.7037477,8 Gages Way,-70.1470421,Tony Kent IGS,2660,MA,-5:00,"8 Gages Way South dennis, MA 2660"
701,3963,2016-02-03,Fitchburg,Tango,42.5634947,134 Crawford St.,-71.7630822,Tango Construction,1420,MA,-5:00,"134 Crawford St. Fitchburg, MA 1420"
702,3968,2016-01-07,Lodi,Rivermaid,38.13497,6011 E. Pine St.,-121.241025,Rivermaid Red,95240,CA,-8:00,"6011 E. Pine St. Lodi, CA 95240"
703,3970,2016-02-01,Lowell,General,42.6402318,299 Western Ave.,-71.322467,General Woodworking - 299 Western Avenue,1851,MA,-5:00,"299 Western Ave. Lowell, MA 1851"
704,3977,2016-02-09,Arbuckle,College,39.0128571,7521 Tule Rd.,-121.9814267,College City - Dryer,95912,CA,-8:00,"7521 Tule Rd. Arbuckle, CA 95912"
705,3978,2016-02-10,Brockton,JLS,42.0819828,672 Crescent St.,-70.9925046,JLS Mailing Services,2302,MA,-5:00,"672 Crescent St. Brockton, MA 2302"
706,3979,2016-02-11,Arbuckle,College,39.0128571,7521 Tule Rd.,-121.9814267,College City - Pump,95912,CA,-8:00,"7521 Tule Rd. Arbuckle, CA 95912"
707,3980,2016-02-10,Whitman,Duval_s,42.0806968,571 Washington St.,-70.9371745,Duval's Pharmacy,2382,MA,-5:00,"571 Washington St. Whitman, MA 2382"
708,3986,2016-02-12,Barnstable,,41.6567207,,-70.3003572,Huntley Residence,2601,MA,-5:00," Barnstable, MA 2601"
709,3988,2016-02-12,Avon,BC,42.1255713,25 Bodwell St.,-71.0526553,,2322,MA,-5:00,"25 Bodwell St. Avon, MA 2322"
710,3991,2016-02-16,Cotuit,Berkey,41.6211924,756 Main St.,-70.4345905,Berkey Residence,2635,MA,-5:00,"756 Main St. Cotuit, MA 2635"
711,4025,2016-02-22,Osterville,Driscoll,41.6320177,Evans Rd.,-70.3756211,Driscoll Residence,2655,MA,-5:00,"Evans Rd. Osterville, MA 2655"
712,4027,2016-02-23,Wrentham,SSG,42.0585096,475 Washington St.,-71.2962369,"SSG Douglas A. King Builders, Inc.",2093,MA,-5:00,"475 Washington St. Wrentham, MA 2093"
